abbrev,full_name,map_path,map_label_x,map_label_y,map_label_text_anchor,map_label_line,map_fill,hex_x,hex_y
AD,Andorra,"m 161.6363,459.12658 c -0.30762,0.41156 -0.86135,0.8722 -0.86135,1.41955 0,1.15273 -0.065,2.52446 1.25059,2.94239 0.59358,0.18872 1.4763,-0.28021 2.00707,-0.53874 0.6194,-0.30221 1.07271,-0.34971 1.74535,-0.34971 l 0,0 0.1307,-0.67009 c -0.29551,-0.90025 -0.5126,-1.87987 -1.38161,-2.37431 -0.96146,-0.54735 -1.84704,-0.49539 -2.9086,-0.49539 -0.005,0.0287 0.007,0.0392 0.0179,0.0663 l 0,0 z",154.88972,478.51697,middle,"m 161.76425,463.11577 c -5.6503,7.97396 -5.24671,7.97396 -5.24671,7.97396 l 0,0",1,2,6
AL,Albania,"m 375.32119,499.72069 0.18968,-1.79062 c 0.23749,-0.4616 0.34971,-1.82441 0.0287,-2.2723 -0.15621,-0.21869 -1.01788,-0.85307 -1.01788,-0.99078 0.80174,-0.40072 2.08677,-3.66826 2.55952,-4.60294 0.26938,-0.53333 1.75396,-3.00073 2.44317,-3.00073 0.11891,-0.35162 0.40072,1.19895 0.43642,1.31117 0.18776,0.59134 1.32583,1.77085 1.89071,0.90311 0.38159,-0.58656 1.62007,-0.78548 2.23979,-0.99046 l 0,0 c 0.44885,0.41506 0.80143,0.86168 1.22158,1.28183 0.83713,0.83713 0.003,1.72527 1.62868,2.18496 0.97484,0.27543 1.36631,0.69304 1.74535,1.60221 0.46287,1.11097 1.36695,1.94236 1.36695,3.23376 0,0.82661 -0.15493,2.46899 0.34907,3.11708 l 0,0 -0.29074,2.24329 c -0.14281,0.76349 0.0386,1.4323 0,2.15595 -0.0816,1.52889 -0.58401,1.84608 0.14537,3.43746 0.72428,1.57926 1.89582,11.07396 4.71196,10.02196 l 1.629,-0.40804 0,0 c 0,0.69654 -0.21614,1.42497 -0.0583,2.09761 0.13867,0.59007 0.41729,1.01182 0.46543,1.63154 0.0357,0.45809 -0.24866,0.88941 -0.31975,1.33985 -0.27734,0.79282 -0.29647,1.68542 -1.0182,2.21428 -0.58688,0.43036 -1.19672,0.69751 -1.74503,1.2235 -1.24294,1.19321 -1.32009,2.84038 -3.1123,3.43778 -0.58114,0.19382 -2.24903,0.29488 -2.61786,0.61175 -0.75329,0.64681 0.49444,2.22831 0.49444,2.9714 0,0.44438 -0.64299,0.6857 -0.78549,1.10714 -0.15812,0.46861 -0.0752,1.16516 -0.81418,1.16516 -0.75201,0 -1.38257,-0.37426 -2.09442,-0.58242 l -2.0976,0.0998 0,0 c -0.16864,-0.21168 -0.27033,-0.43833 -0.25854,-0.68252 0.0909,-1.91303 -0.34174,-1.12595 -1.51231,-2.59268 -1.74695,-2.18942 -4.83087,-2.58535 -5.96288,-5.41871 -0.0953,-0.23017 -1.08515,-1.63346 -0.6398,-1.71889 0.52185,-0.0998 1.30479,1.48554 1.80337,1.48554 0,-0.0587 -0.0159,-0.0434 0.0287,-0.058 0,-1.05391 -0.28117,-1.78297 -1.04721,-2.50565 -0.99429,-0.93755 -0.50432,-1.8056 -0.55246,-3.02974 -0.0532,-1.3593 3.69153,-4.4563 1.74503,-5.68075 -1.86521,-1.17377 -0.25279,-2.17953 0.32006,-3.46679 0.31432,-0.70579 -0.8078,-1.40648 -0.8435,-2.03927 -0.0858,-1.50785 0.6975,-0.89802 1.42528,-1.74822 0.74341,-0.86805 -1.66246,-2.06827 -0.29105,-2.06827 1.30065,0 0.74086,-0.19287 0.52377,-1.2235 0.12528,-2.42373 -0.13007,-3.4483 -2.31311,-4.00681 l 0,0 z",384.3786,517.91071,middle,,3,5,9
AM,Armenia,"m 685.59479,483.33194 4.22996,-2.15435 c 0.85403,-0.13453 2.53467,-0.82151 3.0833,0.0287 0.91268,1.41605 3.23535,3.18371 4.62461,1.28184 0.64108,-0.87794 2.4827,-2.85855 3.49038,-1.25283 0.96209,1.5324 0.64522,1.19258 2.15244,1.86458 1.72271,0.76763 1.98699,1.70869 3.28699,2.7967 1.01756,0.85116 1.68191,1.43995 2.44317,2.50533 l 0.87666,1.79763 0,0 c 0.38987,-0.29328 0.83554,-0.53683 1.42114,-0.60314 1.96245,-0.22187 2.79256,-1.35962 2.79256,-3.35011 0,-0.27352 0.0555,-0.55055 0.15206,-0.82534 l 0,0 -1.89741,-1.47629 c -2.12247,-0.88463 -0.54926,-2.19452 -1.19257,-3.35012 -0.77146,-1.38512 -3.338,-0.76125 -2.76323,-2.94238 0.29774,-1.12978 0.68379,-1.55567 -0.84351,-2.03959 -1.93247,-0.61271 -3.65901,0.15493 -5.58479,0.3207 -1.09535,0.094 -5.33551,-2.03831 -4.10118,-3.14641 2.82125,-2.53371 1.66183,-3.87388 -1.62867,-4.71962 -1.86234,-0.37106 -4.09256,-2.80435 -3.37434,-4.83597 0.96751,-2.73741 0.20115,-3.34246 -2.64687,-3.99119 -1.70869,-0.38923 -2.50024,-0.36628 -3.02496,-2.01026 -0.25821,-0.81003 -1.36248,-0.78644 -2.12342,-0.78644 -0.91938,0 -1.30894,-0.78421 -1.80337,-1.42752 l 0,0 c -0.72173,0.54321 -1.88562,0.8875 -2.50151,1.51487 -0.95317,0.97134 -0.53588,0.89387 -0.93053,2.01026 -0.74405,2.10525 -3.52226,1.98093 -5.41042,1.98093 -1.51965,0 -3.10115,0.99779 -4.5666,0.64107 l -2.55953,1.77691 0,0 c 2.34212,1.20533 3.34501,5.36516 3.34501,7.80769 0,1.29363 -0.49316,3.02686 -0.32006,4.19521 0.23463,1.58596 2.02397,2.81934 2.87959,4.10755 l 2.63731,3.11963 c 0.40709,-0.15015 0.80175,-0.36533 1.20214,-0.67232 1.96945,-1.50913 5.92717,0.24164 8.65565,1.83365 l 0,0 z",686.56812,474.97009,middle,,1,8,8
AT,Austria,"m 268.6477,400.47011 1.94778,-0.36692 c 0.46351,0.51197 1.97456,1.98986 2.50151,2.30131 1.06825,0.63215 2.81838,2.71318 4.27586,1.86458 0.91109,-0.53014 0.11253,-3.47508 1.39628,-3.8165 1.05423,-0.28053 1.86553,0.57891 2.35583,1.31116 1.56746,2.34021 4.24398,1.67235 6.51565,0.99047 2.46835,-0.74054 5.03935,0.75042 7.5042,-0.55341 0.69878,-0.6516 0.94838,-1.54037 1.658,-2.15595 0.36565,-0.31687 0.87156,-0.63278 1.36727,-0.32037 0.44184,0.27798 0.92607,0.74117 1.48331,0.75743 0.88463,0.0255 1.41285,0.26236 2.23978,0.55341 0.99844,0.35098 1.33284,1.55248 2.2978,2.0686 4.72249,0.88654 -1.59488,-8.22243 -0.8435,-10.28401 1.59169,-0.45555 3.90034,0.25885 5.75917,-0.11636 3.14035,-0.63374 1.53145,-4.71961 4.27555,-4.71961 4.27331,0 1.24868,-2.00739 3.43236,-4.19522 l 0,0 c 0.80525,1.06092 2.60033,3.4534 4.1305,3.20475 1.30702,-0.21263 3.00965,-2.11896 4.47925,-2.68035 1.1336,-0.43322 2.2943,-0.94137 2.53052,-2.18495 0.13548,-0.71471 0.37712,-1.96499 1.30893,-1.92259 2.36666,0.10743 2.34657,0.57062 4.13018,1.80623 1.69275,1.17313 3.25575,2.75845 5.41042,3.02974 1.9889,-0.37712 4.37851,-0.61685 6.36996,-0.17501 0.87124,0.1935 1.7699,0.52089 2.53052,0.99078 0.72938,0.45012 1.01533,1.04689 1.57066,1.60221 l 0,0 c 0.19541,0.76031 -0.32038,1.24327 -0.63981,1.89359 -0.52025,1.05805 -0.93467,2.32458 -0.2037,3.40845 0.65128,0.96496 1.31244,2.07944 2.00707,2.97171 l 0.75552,1.97456 0,0 -0.29009,4.25993 c -1.53304,1.15081 -2.84867,1.63122 -4.7703,1.63122 -1.46641,0 -0.19733,1.86999 -0.55278,2.94239 -0.32356,0.97707 -0.91778,1.26494 -0.95986,2.38897 -0.0449,1.19481 -1.54388,1.87287 -1.71602,3.08808 -0.26236,1.85309 -1.07271,3.56529 -1.71602,5.30203 l 0,0 -2.32713,1.10714 c -1.70104,0.60346 -2.84484,0.85976 -4.59561,1.16548 -1.468,0.25662 -3.06384,1.53846 -4.50858,1.36918 -0.99493,-0.11667 -1.74758,-0.22028 -2.73422,0.0287 -1.32168,0.33441 -2.15499,1.22446 -3.22865,1.95192 -1.88371,1.27578 -2.32172,0.9197 -4.45024,0.67009 l -5.67183,0 0,0 c -1.12563,-1.83174 -1.99209,-3.09923 -4.30488,-3.35043 -2.63603,-0.28659 -3.87929,-2.29749 -6.66101,-2.53434 -1.70359,-0.14505 -2.80053,-0.33855 -4.24654,-1.25283 -2.40173,-2.19994 -1.41859,-3.30931 -1.57065,-6.14682 -0.0924,-1.731 -4.71579,-0.96145 -5.99189,-0.96145 -1.45462,0 -3.02431,-0.53715 -4.36321,-0.49539 -2.03003,0.0638 -3.69281,2.12725 -5.67183,1.7479 -0.43418,-0.0832 -1.8142,-0.98282 -2.06509,-0.84478 -1.00098,0.5499 -1.77914,1.58372 -2.92517,1.79635 l 0,0 c -0.85658,-0.4039 -1.85533,-0.44534 -2.77789,-0.29137 -0.97294,0.16226 -1.59584,0.12146 -2.18177,-0.75743 -0.70515,-1.05805 -0.45459,-2.1993 -1.78137,-2.70235 l 0,0 -0.18171,-0.65542 c -0.16991,-0.36054 -0.42908,-0.78676 -0.48009,-1.18715 l -0.13803,-1.08547 c -0.0727,-0.57158 -0.37266,-1.00545 -0.79824,-1.37364 l 0,0 c 0.20561,-0.14441 0.44885,-0.27416 0.7348,-0.38573 0.39657,-0.15493 0.37808,-0.65001 0.37808,-1.19449 0,-0.55947 -0.19861,-0.89196 9.5e-4,-1.46833 l 0,0 z",324.12445,406.70291,middle,,2,4,5
AZ,Azerbaijan,"m 685.59479,483.33194 4.22996,-2.15435 c 0.85403,-0.13453 2.53467,-0.82151 3.0833,0.0287 0.91268,1.41605 3.23535,3.18371 4.62461,1.28184 0.64108,-0.87794 2.4827,-2.85855 3.49038,-1.25283 0.96209,1.5324 0.64522,1.19258 2.15244,1.86458 1.72271,0.76763 1.98699,1.70869 3.28699,2.7967 1.01756,0.85116 1.68191,1.43995 2.44317,2.50533 l 0.87666,1.79763 0,0 c -0.65032,0.4887 -1.1489,1.11607 -1.89454,1.29044 -1.7173,0.40167 -3.34182,-0.38764 -5.29407,0.14569 -2.60957,0.71312 -4.69634,0.77624 -6.95174,-0.93213 -2.70521,-2.04883 -5.32372,-4.21816 -8.115,-6.14713 -0.50017,-0.34589 -1.16835,-0.77943 -1.93216,-1.2251 l 0,0 z m 35.58312,-51.02252 c 0.20753,0.12337 0.41283,0.2528 0.61335,0.39147 1.16962,0.8078 2.95163,0.7399 4.15919,1.48554 0.60123,0.37138 1.05263,0.99493 1.70327,1.23943 l 0,33.10074 0,0 -1.00737,-0.88526 c -1.02393,1.11447 -2.31629,2.25668 -2.67365,3.36892 -0.9283,2.88915 -3.16585,3.9507 -4.39222,6.52585 -0.67327,1.41381 -1.70422,3.91086 -2.9376,4.8653 -0.87475,0.6771 -2.07561,1.82951 -2.49482,3.02017 l 0,0 -1.89741,-1.4763 c -2.12247,-0.88462 -0.54926,-2.19451 -1.19257,-3.35011 -0.77146,-1.38512 -3.338,-0.76126 -2.76323,-2.94239 0.29774,-1.12977 0.68379,-1.55567 -0.84351,-2.03958 -1.93247,-0.61271 -3.65901,0.15493 -5.58479,0.32069 -1.09535,0.0941 -5.33551,-2.03831 -4.10118,-3.1464 2.82125,-2.53371 1.66183,-3.87388 -1.62867,-4.71962 -1.86234,-0.37107 -4.09256,-2.80435 -3.37434,-4.83597 0.96751,-2.73741 0.20115,-3.34246 -2.64687,-3.99119 -1.70869,-0.38924 -2.50024,-0.36628 -3.02496,-2.01026 -0.25821,-0.81003 -1.36248,-0.78644 -2.12342,-0.78644 -0.91938,0 -1.30894,-0.78421 -1.80337,-1.42752 l 0,0 2.15244,-3.75816 c 1.11096,-0.85498 1.68254,-1.77723 3.28699,-1.77723 1.49191,0 1.74662,0.56744 2.82125,1.39851 1.84832,1.42912 4.51432,0.72364 6.74836,0.90312 1.48299,0.11891 3.56083,0.42494 4.30456,-1.25283 2.2079,-4.98229 -8.87849,-3.75178 -5.64282,-8.62313 l 1.94905,-2.53466 0,0 c 1.59266,0.38891 2.2382,0.72842 4.04284,0.72842 3.67368,0 8.0506,6.57558 11.98377,3.3211 1.68,-1.39022 1.20118,-4.01063 3.25798,-4.92331 2.13076,-0.94552 3.10975,-3.78112 3.10975,-6.1889 l 0,0 z",710.11536,459.27637,middle,,3,9,7
BA,Bosnia and Herzegovina,"m 355.36524,482.88564 1.84959,-0.19127 c 0.43227,0.57158 0.85434,0.94137 1.33699,1.45016 0.85115,0.89642 1.88083,1.43867 2.8069,2.24329 0.44917,0.38987 0.62004,0.71631 1.26526,0.8011 0.48359,0.0638 1.05167,0.1798 1.41094,0.53907 l 0.33536,0.44343 0,0 1.33794,-0.49507 c 0.47786,-1.23816 0.13039,-2.5608 -1.04721,-3.14641 0,-0.89356 0.0663,-1.89837 0.23272,-2.7677 0.27957,-1.46163 0.92607,-1.16516 2.26879,-1.16516 0.0127,-0.0532 0.003,-0.0453 0.0583,-0.0583 0,-0.43865 -0.23271,-0.91842 -0.23271,-1.45685 0,-0.6092 0.25853,-0.6889 0.49443,-1.13615 0.32931,-0.62514 -0.10328,-1.66534 0.87252,-2.06828 0.4616,-0.19031 0.87315,-0.89419 1.57065,-0.40773 0.98887,0.69017 -0.0159,1.30798 1.62899,0.43674 0.88527,-0.46893 -0.75488,-1.72877 -1.13455,-2.18495 l -0.26173,-1.07782 0.90185,-0.5244 0.8435,0.55341 2.00707,-0.2037 0,0 2.44317,-0.93245 c 1.52985,-1.28534 -0.65892,-2.91561 -1.25059,-3.90384 -1.2184,-2.03576 -0.14823,-1.48841 1.57065,-1.83525 2.39185,-0.48232 -1.6513,-3.23854 -2.32713,-4.0202 -1.98284,-2.29461 -1.93757,-4.0253 -0.4361,-6.75888 l 1.30894,-2.91338 0.0287,-1.92259 0,0 c -1.07495,0.2665 -4.251,0.43291 -5.00302,-0.40805 -1.43899,-1.60954 0.18362,-3.67049 -2.64687,-3.67049 -1.59201,0 -3.76517,0.60314 -5.23573,0.058 -0.65797,-0.24355 -1.43357,-0.48392 -2.12311,-0.29105 -1.00672,0.28117 -1.56714,0.83617 -2.76355,0.46606 -1.18269,-0.36564 -1.33634,-0.97484 -2.70489,-0.58274 -0.80748,0.23112 -0.88463,-0.0762 -1.59966,-0.11667 -0.87857,-0.67551 -3.0189,-1.15719 -4.10149,-1.42752 -2.87481,-0.71759 -4.40179,0.23877 -6.60268,2.01026 -1.059,0.85275 -1.71666,1.99591 -3.25767,1.0488 -0.72523,-0.44534 -3.19837,-3.13876 -3.7521,-2.7967 -0.68347,0.42207 -1.41636,1.80337 -1.62899,2.56367 -0.54927,1.2592 -0.66881,2.53721 -0.66881,3.90384 0,0.94679 1.27355,1.71921 1.8904,2.30131 2.04341,1.92961 1.63983,4.14867 2.6762,6.49684 0.55819,1.26431 1.95319,2.6252 2.32681,3.81618 1.17536,1.05454 2.51171,1.79731 3.316,3.20475 0.75202,1.31563 0.7788,1.97902 2.03608,2.94239 1.14412,0.87634 3.40718,3.72245 4.68296,3.78716 1.8668,0.095 0.6143,1.31977 1.2796,2.65102 0.27798,0.55596 1.15464,0.68029 1.19258,0.93245 0.29392,1.93789 2.98351,2.02683 2.85057,4.16588 l -1.18906,0.87475 0,0 c 0.45968,0.24451 0.78771,0.41793 1.14284,0.77305 l 0,0 z",362.18024,468.27313,middle,,1,4,7
BE,Belgium,"m 213.10927,326.33662 1.49415,2.06956 c 1.27163,0.86008 1.49287,1.82568 3.02495,1.10714 2.17284,-1.01884 3.75752,0.0475 6.07923,-1.60254 3.48114,-2.47345 7.41495,0.34365 9.77332,2.85504 0.87443,0.93149 2.47823,2.2637 2.73422,3.55414 0.25407,1.27897 0.93244,2.97267 1.0759,4.13687 l 0.61334,1.83557 0,0 c 0.35704,1.52124 1.67139,2.56016 1.91749,4.22422 0.27894,1.88657 -0.33823,3.20889 -1.2219,4.86498 l -0.98887,0.99047 0,0 c -1.72686,0.62928 -3.13844,0.97421 -4.18852,2.65133 -0.96018,1.53304 -1.09343,3.1614 -0.46543,4.80697 0.35577,0.93308 0.82916,1.6376 0.64012,2.65101 l 0,0 c -2.07975,-1.38894 -1.93183,-1.07813 -4.30487,-1.07813 -1.74662,0 -1.90984,-2.72816 -2.90892,-3.72883 -1.03318,-1.03541 -2.07529,-1.7275 -2.64687,-3.14641 -0.35704,-0.88558 -0.40294,-3.75911 -1.39596,-3.96218 -1.22031,-0.24929 -2.84579,3.93445 -4.04315,2.35997 -1.0877,-1.42975 -1.49893,-4.16493 -1.22159,-5.94311 -0.63725,-1.40298 -1.72972,-0.77943 -2.79255,-1.36919 -1.12627,-0.6245 -1.49798,-1.56077 -1.83238,-2.70935 -0.7042,-2.41926 -3.55892,-1.2557 -2.61786,-4.98166 0.40453,-1.60094 -0.43196,-2.41193 -1.97775,-1.63154 -2.13777,1.07973 -2.80084,-0.15142 -3.14131,-2.2723 -0.17979,-1.11926 0.74341,-1.52443 1.22159,-2.33064 l -0.44152,-1.31084 0,0 c 0.95221,-0.26778 1.84545,-0.63694 2.62296,-1.16548 1.87255,-0.69177 3.4381,-1.0453 4.99218,-0.87507 l 0,0 z",223.28372,342.73239,middle,,2,2,4
BG,Bulgaria,"m 415.2044,460.31884 c 0.66595,0.25375 1.38449,0.48774 1.98763,0.64108 0.5464,0.13867 1.17058,0.29296 1.42529,0.64076 0.6857,0.93659 -2.61914,2.19356 -1.19258,4.22422 1.14986,1.63664 4.12189,-0.40773 5.61381,-0.40773 1.34368,0 2.85536,0.91906 4.18852,1.2235 2.95832,0.67614 5.31255,-0.16991 8.20234,-0.0287 2.78267,0.13548 5.59978,-0.0488 8.34803,0.40773 3.64403,0.60537 3.92137,1.83715 7.15513,-0.52441 1.50307,-1.09757 2.85823,-3.18498 4.1305,-4.57361 3.6571,-3.99119 8.74778,-3.4483 13.32649,-4.21402 0.62291,0.29552 1.43517,0.54608 1.94396,1.00928 1.40616,0.1154 2.87321,0.0727 4.27586,0.23303 1.80719,0.20625 2.86556,1.95224 4.85733,2.01026 1.899,0.0552 4.22359,-0.40805 6.10824,-0.40805 l 0,0 c -0.21613,2.10526 -1.2388,3.99215 0.0583,5.94311 0.83044,1.24964 1.50467,0.73544 0.0287,2.21429 -1.42274,1.4256 -1.4205,1.17376 -3.28667,0.96145 -2.71573,-0.30922 -3.7945,2.01154 -5.73017,3.46679 0,2.10207 0.34716,4.20765 0.26173,6.26349 -0.0618,1.49319 -2.08231,2.06477 -2.85058,3.35011 -0.45554,0.76286 -0.78453,2.35009 -1.86139,2.50566 0,0.74149 1.6341,0.38987 2.00707,0.2037 0.92002,-0.46001 1.29587,-0.21741 1.94874,0.43705 1.30287,1.30543 2.99722,2.81137 3.43204,4.66128 0.0982,0.41857 0.2885,0.78485 0.52121,1.12085 l 0,0 c -1.73036,1.01214 -3.94975,3.90639 -6.1347,2.75367 -1.36408,-0.7195 -3.56338,-4.35716 -4.94499,-4.13688 -1.93407,0.30858 -2.08932,1.91972 -2.73423,3.32142 -0.39816,0.86614 -1.28884,0.90695 -2.1231,1.16516 l -4.01415,1.5442 0,0 c -1.05486,0.35162 -1.4951,0.33855 -2.53051,0.058 -0.87666,-0.23718 -1.41445,-0.0998 -2.0941,0.3497 -0.53684,0.35545 -0.50592,1.38034 -0.87284,1.9226 0.44184,1.13679 2.49163,2.39758 0.87284,3.70014 -1.42689,1.14858 -3.338,0.69909 -5.00302,0.69909 -1.28534,0 -1.96754,0.92257 -3.02495,1.2235 -1.18142,0.336 -2.81806,-1.2745 -3.81044,-1.77691 -1.67043,-0.8451 -3.88695,0.55054 -5.64282,0.20371 -1.21648,-0.24005 -0.99429,-1.12946 -1.39627,-2.00994 -2.5997,0 -3.65679,0.0612 -5.03203,2.41798 -0.84542,1.44952 -3.35681,3.02081 -5.03202,3.26277 -1.39278,0.20083 -2.63731,-0.621 -3.9268,-0.32038 -1.81803,0.4243 -2.0839,1.56141 -4.04283,0.61175 l 0,0 0.26172,-3.69982 c 0.6924,-2.26051 -1.66565,-3.89269 -0.87251,-6.03046 0.22378,-0.6041 0.13707,-0.81322 -0.55278,-0.99079 -1.02967,-0.26459 -2.16072,-0.49093 -3.08329,-1.04848 -0.97867,-0.59199 -2.26242,-1.26781 -2.85057,-2.27262 l 0,0 0.55277,-2.30131 c -0.17438,-0.93882 0.0874,-2.02811 0.0583,-3.00073 -0.0287,-0.99684 -0.40741,-1.98603 -0.40741,-3.00072 0,-0.73799 0.1578,-1.39086 0.17469,-2.09761 1.24868,-1.98507 5.88573,-1.80623 6.31163,-4.04921 0.36533,-1.92355 -3.16299,-3.38326 -4.21753,-4.60325 -1.19831,-1.38704 -1.66948,-2.80372 -2.0941,-4.57361 -0.55628,-2.31694 -0.30189,-2.92326 0.93054,-4.71962 l 2.37558,-3.96218 0,0 z",450.39749,479.98029,middle,,1,6,7
BY,Belarus,"m 416.61025,300.72861 c 1.73865,-0.27607 1.78487,-1.02553 3.86845,-0.61175 2.31821,0.46001 2.91466,-0.0319 4.62494,-1.31084 0.82406,-0.61653 2.91338,0.2461 3.14131,-0.4954 0.19223,-0.62418 -1.85948,-1.3016 -0.52345,-2.06827 0.39561,-0.2273 0.66371,0.14409 0.98887,0.0287 1.93726,-0.68571 2.37081,-1.93213 4.74098,-1.04881 0.7501,0.27926 2.82284,1.84386 3.19964,0.0287 0.11509,-0.55561 -1.15559,-0.89639 -1.19257,-1.71885 -0.0685,-1.51168 0.53237,-2.48685 0.72715,-3.87484 0.23016,-1.64142 -0.7297,-3.31951 -0.31974,-4.89431 1.45079,-2.21619 2.75175,-0.0159 4.01382,-1.28183 0.70133,-0.70356 1.15592,-1.96117 0.98887,-2.9714 -0.22124,-1.33571 1.00577,-1.47087 1.80337,-2.44731 1.39628,-1.70837 -1.72048,-1.67809 -1.65768,-3.55414 0.0223,-0.71248 0.6669,-1.29937 0.69782,-2.12661 0.0319,-0.83936 -0.26173,-1.82855 -0.26173,-2.73837 l 0,0 c 0.89388,-0.16704 2.0992,0.14505 2.82157,-0.11667 1.3915,-3.83849 4.82003,-0.49125 7.18446,-1.45653 1.61178,-0.65829 0.168,-2.34849 1.2506,-3.46679 l 2.79224,-2.88437 0,0 c 1.06538,-0.0433 1.93725,0.32994 2.85057,0.78676 0.74118,0.37107 1.40808,-0.43036 1.97807,-0.14568 0.75998,0.37999 1.12881,1.03988 1.77435,1.45653 0.85562,0.55277 1.65577,-0.46511 2.47218,-0.5244 3.88121,-0.2834 2.40077,5.78372 5.32308,3.52512 2.34307,-1.81133 4.38361,-2.91656 7.35883,-3.20474 0.44057,-0.0424 3.05333,1.46832 3.81044,1.77722 2.39153,0.97676 2.06764,5.05307 2.00708,7.05026 -0.0443,1.45366 0.48264,2.52159 0.69782,3.87451 0.15907,0.99875 -0.72269,3.03547 -0.98888,4.10787 1.05359,1.75746 2.73391,0.86996 3.83945,2.03926 1.76448,1.86681 2.46262,3.73872 3.86846,5.73909 1.50467,2.1416 3.4636,1.27451 4.82864,2.70936 0.82151,0.86391 0.34365,2.73008 0.6398,3.90381 0.18139,0.71822 2.11769,0.13453 2.67588,0.2037 0.97836,0.12114 3.52832,1.09918 2.87959,2.44732 -0.98951,2.05744 0.0991,1.89326 1.54165,2.7967 1.41476,1.20246 0.67901,1.33507 -0.34907,2.2723 -1.51902,1.38417 -1.34336,3.86655 -3.83945,3.93317 -1.43167,0.0383 -3.3804,-1.82759 -4.45024,-0.75775 0,1.28088 -0.75616,2.33383 -0.75616,3.61247 0,2.25063 3.53979,2.97299 4.13018,5.27303 0.56489,2.20185 0.44024,4.45311 0.95986,6.67153 l 0.93085,2.12662 0,0 -5.58511,1.0488 -3.36829,1.96786 c 0.0953,0.62259 0.0319,1.26909 -0.23813,1.90698 -0.33026,0.77943 -1.16101,1.15623 -1.33794,2.03927 -0.21199,1.059 0.19,2.43551 0.37808,3.46678 0.13198,0.72428 0.13261,1.46737 0.19892,2.20122 l -0.57764,0.53715 c -1.0861,0 -2.17858,0.0934 -2.79224,-0.96146 -0.76763,-1.3204 -2.09697,-1.49414 -3.5484,-1.36918 -1.39117,0.11955 -2.27038,0.86263 -3.34501,1.63154 -3.22802,2.00134 -2.81678,0.2936 -5.32275,-0.75743 -1.83015,-0.76732 -2.53562,3.55159 -4.15951,0.5244 -0.7874,-1.46737 -2.374,-0.40549 -3.57741,0.0583 -1.55408,0.59932 -4.53376,0.17214 -5.4101,0.81545 -0.89515,0.6567 -1.15114,2.23277 -2.55985,1.63154 -1.09598,-0.46733 -1.30765,-1.47597 -2.76323,-1.95192 -1.82058,-0.59485 -3.84359,-0.26905 -5.72984,-0.61175 -1.93025,-0.35034 -3.74668,-1.72335 -5.78818,-1.34017 -2.59619,0.35895 -5.00461,-0.57413 -7.56255,-0.40773 -1.93375,0.12593 -4.32336,1.33667 -6.07923,1.19449 -1.08068,-0.0877 -1.94873,-0.18043 -2.64687,0.87379 -0.96401,1.45621 -1.51391,1.99082 -2.9086,3.05907 -1.61337,1.23624 -2.18304,-0.44567 -3.19933,-1.28184 -0.60537,-0.49762 -1.45493,0.30317 -2.0654,0.5244 l 0,0 -0.4361,-2.12661 c 0,-0.6261 -0.27033,-1.12213 -0.37808,-1.71889 -0.11381,-0.62897 10e-4,-1.3389 -0.0874,-1.98125 -0.25471,-1.84609 -1.44155,-2.43425 -2.96693,-3.32111 -0.82693,-0.48104 -0.0494,-1.34145 0.34907,-1.95192 0.74404,-1.1387 1.37651,-2.36698 2.23978,-3.43746 1.41477,-1.75364 2.79224,-2.03863 2.79224,-4.66128 0,-4.22964 -0.0287,-6.63615 -2.23978,-10.31301 -1.32264,-2.20058 -3.39857,-5.29343 -2.35614,-7.95338 l 0,0 z",458.28564,308.60934,middle,,4,6,4
