"'"
"Transposition of votes by federal electoral district (FED) from the 2003 to the 2013 Representation Order"
"Voting results - May 2, 2011 general election"

"Province and territory numeric code","2013 FED Number","2013 FED Name","2003 FED Number from which the 2013 FED Number is constituted","2003 FED from which the 2013 FED Name is constituted","2013 FED - Population","2003 FED - 2011 Population","Population transferred to 2013 FED","Polling divisions transferred - Poll type","Polling divisions transferred - % transferred","Polling divisions transferred - From no.","Polling divisions transferred - To no.","Polling divisions transferred - Total polls","Electors on lists","All votes","Conservative votes","NDP-New Democratic Party votes","Liberal votes","Bloc Québécois votes","Green Party votes","Other votes"
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"A.P.",9.1,602.0,617.0,2,0,14,4,1,9,0,0,0
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"A.P.",38,609.0,609.0,1,0,45,30,5,10,0,1,0
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"A.P.",67,619.0,619.0,1,0,46,18,4,24,0,0,0
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"A.P.",100,603.0,621.0,15,0,2335,1046,194,1069,0,15,11
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"M.P.",33,508.0,508.0,1,47,33,15,3,14,0,0,1
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"M.P.",67,507.0,507.0,1,57,49,23,2,21,0,1,1
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"M.P.",100,501.0,509.0,6,571,293,86,21,174,0,6,6
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"O.P.",0.4,159.0,159.0,1,1,1,0,0,0,0,0,0
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"O.P.",100,40.0,210.0,154,47229,23403,9851,3592,9656,0,126,178
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"SVR1",75,.,.,".",287,102,64,8,27,0,1,1
10,10001,"Avalon",10001,"Avalon",81540,78908,59548,"SVR2",75,.,.,".",0,478,203,28,241,0,3,2
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"A.P.",43,612.0,612.0,1,0,121,30,84,8,0,0,0
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"A.P.",77,603.0,603.0,1,0,236,54,160,19,0,2,0
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"A.P.",100,610.0,610.0,1,0,479,98,343,32,0,6,0
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"M.P.",100,501.0,501.0,1,222,124,37,54,30,0,3,0
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"O.P.",71,41.1,41.1,1,236,105,19,78,6,0,2,-0
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"O.P.",100,39.0,155.0,36,15618,7488,1551,5441,443,0,53,0
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"SVR1",21,.,.,".",100,42,21,11,8,0,2,0
10,10001,"Avalon",10006,"St. John's East",81540,100559,21992,"SVR2",21,.,.,".",0,232,64,135,29,0,4,0
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"A.P.",33,619.0,619.0,1,0,23,9,2,12,0,0,0
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"A.P.",91,602.0,617.0,2,0,143,39,7,92,0,4,1
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"A.P.",100,600.0,618.0,3,0,252,72,19,158,0,1,2
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"M.P.",33,507.0,507.0,1,29,24,12,1,11,0,0,1
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"M.P.",100,500.0,500.0,1,89,51,15,5,30,0,0,1
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"O.P.",100,1.0,61.0,56,13997,7633,2486,1050,3988,0,49,60
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"SVR1",22,.,.,".",85,30,19,2,8,0,0,0
10,10002,"Bonavista--Burin--Trinity",10001,"Avalon",76704,78908,16898,"SVR2",22,.,.,".",0,141,60,8,71,0,1,1
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"A.P.",0.1,609.0,609.0,1,0,0,0,0,0,0,0,0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"A.P.",64,604.0,604.0,1,0,17,9,3,5,0,1,0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"A.P.",100,605.0,615.0,6,0,465,107,62,290,0,6,0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"M.P.",33,500.0,500.0,1,41,24,6,0,17,0,0,0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"M.P.",100,502.0,506.0,3,342,177,48,7,120,0,2,0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"O.P.",1.0,130.0,130.0,1,1,1,0,0,0,0,0,0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"O.P.",100,66.0,229.1,84,22953,8910,2449,1357,5013,0,91,0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"SVR1",34,.,.,".",159,53,31,4,18,0,1,-0
10,10002,"Bonavista--Burin--Trinity",10002,"Bonavista - Gander - Grand Falls - Windsor",76704,84735,27780,"SVR2",34,.,.,".",0,182,52,13,115,0,1,0
10,10002,"Bonavista--Burin--Trinity",10005,"Random - Burin - St. George's",76704,69192,32026,"A.P.",100,614.0,614.0,1,0,33,14,2,17,0,0,-0
10,10002,"Bonavista--Burin--Trinity",10005,"Random - Burin - St. George's",76704,69192,32026,"A.P.",100,612.0,620.0,7,0,610,202,60,342,0,6,0
10,10002,"Bonavista--Burin--Trinity",10005,"Random - Burin - St. George's",76704,69192,32026,"M.P.",100,501.0,503.0,3,278,200,57,6,135,0,2,0
10,10002,"Bonavista--Burin--Trinity",10005,"Random - Burin - St. George's",76704,69192,32026,"O.P.",94,117.0,117.0,1,176,111,45,16,49,0,1,0
10,10002,"Bonavista--Burin--Trinity",10005,"Random - Burin - St. George's",76704,69192,32026,"O.P.",100,117.1,219.0,97,25111,11439,3552,1653,6135,0,99,0
10,10002,"Bonavista--Burin--Trinity",10005,"Random - Burin - St. George's",76704,69192,32026,"SVR1",45,.,.,".",347,112,66,7,35,0,4,0
10,10002,"Bonavista--Burin--Trinity",10005,"Random - Burin - St. George's",76704,69192,32026,"SVR2",45,.,.,".",0,227,62,18,145,0,2,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"A.P.",36,604.0,604.0,1,0,9,5,1,3,0,0,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"A.P.",100,609.0,609.0,1,0,196,43,21,132,0,0,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"A.P.",100,600.0,616.0,9,0,1404,399,138,855,0,12,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"M.P.",67,500.0,500.0,1,83,47,12,1,35,0,0,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"M.P.",100,501.0,507.0,4,364,208,47,21,138,0,2,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"O.P.",99,130.0,130.0,1,110,50,25,1,24,0,1,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"O.P.",100,1.0,180.1,132,45568,18950,5198,2643,10951,0,158,0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"SVR1",66,.,.,".",315,105,60,8,35,0,1,-0
10,10003,"Coast of Bays--Central--Notre Dame",10002,"Bonavista - Gander - Grand Falls - Windsor",78092,84735,56955,"SVR2",66,.,.,".",0,359,104,26,227,0,3,-0
10,10003,"Coast of Bays--Central--Notre Dame",10003,"Humber - St. Barbe - Baie Verte",78092,71563,13878,"A.P.",100,605.0,608.0,4,0,204,84,22,93,0,5,0
10,10003,"Coast of Bays--Central--Notre Dame",10003,"Humber - St. Barbe - Baie Verte",78092,71563,13878,"M.P.",100,506.0,508.0,2,122,81,23,9,41,0,3,5
10,10003,"Coast of Bays--Central--Notre Dame",10003,"Humber - St. Barbe - Baie Verte",78092,71563,13878,"O.P.",100,73.0,114.0,42,11175,4486,1802,713,1871,0,32,68
10,10003,"Coast of Bays--Central--Notre Dame",10003,"Humber - St. Barbe - Baie Verte",78092,71563,13878,"SVR1",19,.,.,".",116,38,25,2,10,0,0,1
10,10003,"Coast of Bays--Central--Notre Dame",10003,"Humber - St. Barbe - Baie Verte",78092,71563,13878,"SVR2",19,.,.,".",0,107,28,13,64,0,1,0
10,10003,"Coast of Bays--Central--Notre Dame",10005,"Random - Burin - St. George's",78092,69192,7259,"A.P.",0.5,614.0,614.0,1,0,0,0,0,0,0,0,0
10,10003,"Coast of Bays--Central--Notre Dame",10005,"Random - Burin - St. George's",78092,69192,7259,"A.P.",33,608.0,608.0,1,0,12,3,1,9,0,0,0
10,10003,"Coast of Bays--Central--Notre Dame",10005,"Random - Burin - St. George's",78092,69192,7259,"A.P.",100,610.0,615.0,3,0,102,41,15,46,0,0,0
10,10003,"Coast of Bays--Central--Notre Dame",10005,"Random - Burin - St. George's",78092,69192,7259,"O.P.",5.9,117.0,117.0,1,11,7,3,1,3,0,0,0
10,10003,"Coast of Bays--Central--Notre Dame",10005,"Random - Burin - St. George's",78092,69192,7259,"O.P.",100,94.0,156.0,25,6170,2330,793,278,1225,0,34,0
10,10003,"Coast of Bays--Central--Notre Dame",10005,"Random - Burin - St. George's",78092,69192,7259,"SVR1",11,.,.,".",84,27,16,2,8,0,1,0
10,10003,"Coast of Bays--Central--Notre Dame",10005,"Random - Burin - St. George's",78092,69192,7259,"SVR2",11,.,.,".",0,55,15,4,35,0,0,0
10,10004,"Labrador",10004,"Labrador",26728,26728,26728,"A.P.",100,600.0,618.0,18,0,987,568,67,345,0,7,0
10,10004,"Labrador",10004,"Labrador",26728,26728,26728,"M.P.",100,500.0,501.0,2,88,58,12,3,40,0,3,0
10,10004,"Labrador",10004,"Labrador",26728,26728,26728,"O.P.",100,1.0,65.0,62,19995,9300,3512,2025,3641,0,122,0
10,10004,"Labrador",10004,"Labrador",26728,26728,26728,"SVR1",100,.,.,".",222,101,51,10,38,0,2,0
10,10004,"Labrador",10004,"Labrador",26728,26728,26728,"SVR2",100,.,.,".",0,246,113,15,113,0,5,0
10,10005,"Long Range Mountains",10003,"Humber - St. Barbe - Baie Verte",87592,71563,57685,"A.P.",100,600.0,619.0,16,0,1495,369,205,902,0,10,9
10,10005,"Long Range Mountains",10003,"Humber - St. Barbe - Baie Verte",87592,71563,57685,"M.P.",100,500.0,507.0,7,403,253,48,22,170,0,3,10
10,10005,"Long Range Mountains",10003,"Humber - St. Barbe - Baie Verte",87592,71563,57685,"O.P.",100,1.0,189.0,156,46808,22747,4963,3700,13656,0,192,236
10,10005,"Long Range Mountains",10003,"Humber - St. Barbe - Baie Verte",87592,71563,57685,"SVR1",81,.,.,".",485,158,102,10,43,0,1,2
10,10005,"Long Range Mountains",10003,"Humber - St. Barbe - Baie Verte",87592,71563,57685,"SVR2",81,.,.,".",0,445,115,55,269,0,6,1
10,10005,"Long Range Mountains",10005,"Random - Burin - St. George's",87592,69192,29907,"A.P.",67,608.0,608.0,1,0,24,5,1,17,0,0,0
10,10005,"Long Range Mountains",10005,"Random - Burin - St. George's",87592,69192,29907,"A.P.",100,600.0,609.0,9,0,552,184,89,274,0,5,0
10,10005,"Long Range Mountains",10005,"Random - Burin - St. George's",87592,69192,29907,"M.P.",100,500.0,500.0,1,101,53,19,4,30,0,0,0
10,10005,"Long Range Mountains",10005,"Random - Burin - St. George's",87592,69192,29907,"O.P.",100,1.0,93.0,86,24939,9783,3119,2283,4233,0,148,0
10,10005,"Long Range Mountains",10005,"Random - Burin - St. George's",87592,69192,29907,"SVR1",44,.,.,".",340,109,65,7,34,0,4,0
10,10005,"Long Range Mountains",10005,"Random - Burin - St. George's",87592,69192,29907,"SVR2",44,.,.,".",0,222,61,18,142,0,2,0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"A.P.",23,603.0,603.0,1,0,72,17,49,6,0,1,-0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"A.P.",57,612.0,612.0,1,0,162,40,111,10,0,0,0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"A.P.",100,600.0,613.0,11,0,3398,761,2296,299,0,42,0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"M.P.",100,500.0,504.0,4,843,489,154,231,99,0,5,0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"O.P.",29,41.1,41.1,1,96,42,7,32,2,0,1,0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"O.P.",100,1.0,138.0,155,58935,30062,6032,21817,1890,0,323,0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"SVR1",79,.,.,".",374,156,77,41,31,0,7,-0
10,10006,"St. John's East",10006,"St. John's East",81936,100559,78567,"SVR2",79,.,.,".",0,864,236,505,107,0,16,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"A.P.",39,600.0,600.0,1,0,153,22,72,57,0,2,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"M.P.",33,501.0,501.0,1,45,23,9,6,8,0,0,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"O.P.",96,7.0,7.0,1,344,174,20,108,44,0,2,-0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"O.P.",96,5.0,5.0,1,389,187,9,117,59,0,2,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"O.P.",97,10.0,10.0,1,235,78,7,62,9,0,0,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"O.P.",100,1.0,1.0,1,431,202,24,137,38,0,3,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"O.P.",100,2.0,9.1,4,1559,742,104,445,182,0,11,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"SVR1",4.5,.,.,".",22,9,6,2,2,0,0,0
10,10006,"St. John's East",10007,"St. John's South - Mount Pearl",81936,82851,3369,"SVR2",4.5,.,.,".",0,45,13,11,21,0,0,-0
10,10007,"St. John's South--Mount Pearl",10001,"Avalon",81944,78908,2462,"A.P.",62,609.0,609.0,1,0,76,49,7,17,0,2,0
10,10007,"St. John's South--Mount Pearl",10001,"Avalon",81944,78908,2462,"M.P.",67,508.0,508.0,1,95,66,30,6,28,0,1,1
10,10007,"St. John's South--Mount Pearl",10001,"Avalon",81944,78908,2462,"O.P.",100,159.0,159.0,1,255,161,76,26,57,0,1,2
10,10007,"St. John's South--Mount Pearl",10001,"Avalon",81944,78908,2462,"O.P.",100,160.0,163.0,4,1670,985,530,163,280,0,6,6
10,10007,"St. John's South--Mount Pearl",10001,"Avalon",81944,78908,2462,"SVR1",3.2,.,.,".",12,4,3,0,1,0,0,0
10,10007,"St. John's South--Mount Pearl",10001,"Avalon",81944,78908,2462,"SVR2",3.2,.,.,".",0,20,9,1,10,0,0,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"A.P.",61,600.0,600.0,1,0,235,34,110,88,0,3,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"A.P.",100,601.0,612.0,12,0,3369,887,1229,1231,0,22,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"M.P.",67,501.0,501.0,1,91,47,19,12,15,0,1,-0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"M.P.",100,500.0,503.0,3,363,252,88,35,129,0,0,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"O.P.",0.4,1.0,1.0,1,2,1,0,1,0,0,0,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"O.P.",2.8,10.0,10.0,1,7,2,0,2,0,0,0,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"O.P.",3.8,5.0,5.0,1,15,7,0,5,2,0,0,-0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"O.P.",4.5,7.0,7.0,1,16,8,1,5,2,0,0,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"O.P.",100,3.0,400.0,175,63049,32300,7249,16060,8759,0,232,0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"SVR1",95,.,.,".",457,199,117,32,44,0,5,-0
10,10007,"St. John's South--Mount Pearl",10007,"St. John's South - Mount Pearl",81944,82851,79482,"SVR2",95,.,.,".",0,952,274,230,440,0,8,0
11,11001,"Cardigan",11001,"Cardigan",36005,36005,36005,"A.P.",100,600.0,606.0,7,0,3564,1457,235,1821,0,51,0
11,11001,"Cardigan",11001,"Cardigan",36005,36005,36005,"M.P.",100,500.0,503.0,4,391,264,106,16,136,0,6,0
11,11001,"Cardigan",11001,"Cardigan",36005,36005,36005,"O.P.",100,1.0,73.0,73,27040,16612,6257,1877,8176,0,302,0
11,11001,"Cardigan",11001,"Cardigan",36005,36005,36005,"SVR1",100,.,.,".",150,75,45,3,25,0,2,0
11,11001,"Cardigan",11001,"Cardigan",36005,36005,36005,"SVR2",100,.,.,".",0,615,242,33,328,0,12,0
11,11002,"Charlottetown",11002,"Charlottetown",34562,34562,34562,"A.P.",100,600.0,604.0,5,0,2566,816,479,1227,0,40,4
11,11002,"Charlottetown",11002,"Charlottetown",34562,34562,34562,"M.P.",100,500.0,502.0,3,637,396,144,69,164,0,5,14
11,11002,"Charlottetown",11002,"Charlottetown",34562,34562,34562,"O.P.",100,1.0,74.0,74,25934,14664,4763,3986,5491,0,355,69
11,11002,"Charlottetown",11002,"Charlottetown",34562,34562,34562,"SVR1",100,.,.,".",189,98,60,5,29,0,4,0
11,11002,"Charlottetown",11002,"Charlottetown",34562,34562,34562,"SVR2",100,.,.,".",0,744,257,93,381,0,13,0
11,11003,"Egmont",11003,"Egmont",34598,34598,34598,"A.P.",100,600.0,607.0,8,0,3806,2202,269,1294,0,41,0
11,11003,"Egmont",11003,"Egmont",34598,34598,34598,"M.P.",100,500.0,501.0,2,442,266,136,24,104,0,2,0
11,11003,"Egmont",11003,"Egmont",34598,34598,34598,"O.P.",100,1.0,75.0,75,26555,14499,7797,2039,4395,0,268,0
11,11003,"Egmont",11003,"Egmont",34598,34598,34598,"SVR1",100,.,.,".",200,93,69,4,18,0,2,0
11,11003,"Egmont",11003,"Egmont",34598,34598,34598,"SVR2",100,.,.,".",0,489,263,33,186,0,7,0
11,11004,"Malpeque",11004,"Malpeque",35039,35039,35039,"A.P.",100,600.0,605.0,6,0,3265,1339,304,1520,0,102,0
11,11004,"Malpeque",11004,"Malpeque",35039,35039,35039,"M.P.",100,500.0,500.0,1,152,78,30,5,41,0,2,0
11,11004,"Malpeque",11004,"Malpeque",35039,35039,35039,"O.P.",100,1.0,71.0,71,26635,16414,6363,2623,6767,0,661,0
11,11004,"Malpeque",11004,"Malpeque",35039,35039,35039,"SVR1",100,.,.,".",131,63,36,3,24,0,0,0
11,11004,"Malpeque",11004,"Malpeque",35039,35039,35039,"SVR2",100,.,.,".",0,474,166,35,253,0,20,0
12,12001,"Cape Breton--Canso",12001,"Cape Breton - Canso",75247,68435,68435,"A.P.",100,600.0,613.0,14,0,3652,1113,500,1938,0,101,0
12,12001,"Cape Breton--Canso",12001,"Cape Breton - Canso",75247,68435,68435,"M.P.",100,500.0,503.0,4,489,246,85,23,128,0,10,0
12,12001,"Cape Breton--Canso",12001,"Cape Breton - Canso",75247,68435,68435,"O.P.",100,1.0,183.0,183,56279,30552,9366,6376,13816,0,994,0
12,12001,"Cape Breton--Canso",12001,"Cape Breton - Canso",75247,68435,68435,"SVR1",100,.,.,".",563,189,117,12,53,0,7,0
12,12001,"Cape Breton--Canso",12001,"Cape Breton - Canso",75247,68435,68435,"SVR2",100,.,.,".",0,837,192,73,543,0,29,0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"A.P.",19,608.0,608.0,1,0,115,56,16,38,0,4,0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"A.P.",91,621.0,621.0,1,0,104,56,19,22,0,7,-0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"A.P.",100,610.0,610.0,1,0,202,125,21,48,0,8,0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"O.P.",35,125.0,125.0,1,111,73,39,18,13,0,2,0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"O.P.",55,126.0,126.0,1,215,110,56,31,20,0,3,0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"O.P.",73,123.0,123.0,1,394,250,130,63,49,0,7,0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"O.P.",100,126.1,152.0,15,4585,2591,1337,654,512,0,88,0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"SVR1",9.2,.,.,".",30,14,10,1,2,0,1,-0
12,12001,"Cape Breton--Canso",12002,"Central Nova",75247,72114,6812,"SVR2",9.2,.,.,".",0,63,37,10,14,0,3,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"A.P.",8.9,621.0,621.0,1,0,10,5,2,2,0,1,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"A.P.",81,608.0,608.0,1,0,480,235,69,158,0,19,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"A.P.",100,600.0,622.0,20,0,3868,2228,733,745,0,162,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"M.P.",100,500.0,505.0,6,672,389,183,45,150,0,11,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"O.P.",27,123.0,123.0,1,144,91,48,23,18,0,3,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"O.P.",45,126.0,126.0,1,173,89,45,25,17,0,2,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"O.P.",65,125.0,125.0,1,201,132,71,34,23,0,5,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"O.P.",100,1.0,400.0,169,51143,28681,16469,7542,3624,0,1046,0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"SVR1",91,.,.,".",295,141,99,12,25,0,5,-0
12,12002,"Central Nova",12002,"Central Nova",74597,72114,65302,"SVR2",91,.,.,".",0,622,364,94,134,0,29,0
12,12002,"Central Nova",12007,"Cumberland - Colchester - Musquodoboit Valley",74597,87982,5358,"A.P.",86,614.0,614.0,1,0,91,33,33,20,0,3,2
12,12002,"Central Nova",12007,"Cumberland - Colchester - Musquodoboit Valley",74597,87982,5358,"A.P.",100,613.0,613.0,1,0,121,73,24,21,0,3,0
12,12002,"Central Nova",12007,"Cumberland - Colchester - Musquodoboit Valley",74597,87982,5358,"O.P.",100,193.0,208.0,15,4135,2141,948,772,282,0,84,55
12,12002,"Central Nova",12007,"Cumberland - Colchester - Musquodoboit Valley",74597,87982,5358,"SVR1",6.0,.,.,".",29,11,7,1,3,0,1,0
12,12002,"Central Nova",12007,"Cumberland - Colchester - Musquodoboit Valley",74597,87982,5358,"SVR2",6.0,.,.,".",0,45,26,5,12,0,2,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"A.P.",8.4,613.0,613.0,1,0,46,14,24,5,0,2,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"A.P.",100,614.0,614.0,1,0,225,55,115,39,0,16,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"M.P.",33,500.0,500.0,1,42,21,5,10,4,0,2,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"O.P.",0.7,171.0,171.0,1,2,1,0,1,0,0,0,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"O.P.",1.4,167.0,167.0,1,5,3,1,1,0,0,0,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"O.P.",29,161.0,161.0,1,112,53,16,31,4,0,3,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"O.P.",37,165.0,165.0,1,92,48,11,30,4,0,4,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"O.P.",100,166.0,178.0,9,2853,1528,541,781,129,0,77,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"SVR1",4.5,.,.,".",62,19,11,5,2,0,1,0
12,12002,"Central Nova",12008,"Sackville - Eastern Shore",74597,91266,3937,"SVR2",4.5,.,.,".",0,19,6,10,3,0,0,0
12,12003,"Cumberland--Colchester",12007,"Cumberland - Colchester - Musquodoboit Valley",82321,87982,82321,"A.P.",100,600.0,616.0,15,0,5158,2881,795,1237,0,210,35
12,12003,"Cumberland--Colchester",12007,"Cumberland - Colchester - Musquodoboit Valley",82321,87982,82321,"M.P.",100,500.0,508.0,9,815,506,261,92,127,0,19,7
12,12003,"Cumberland--Colchester",12007,"Cumberland - Colchester - Musquodoboit Valley",82321,87982,82321,"O.P.",100,1.0,192.0,196,63552,31001,16225,7454,5308,0,1749,265
12,12003,"Cumberland--Colchester",12007,"Cumberland - Colchester - Musquodoboit Valley",82321,87982,82321,"SVR1",94,.,.,".",453,174,103,16,46,0,8,1
12,12003,"Cumberland--Colchester",12007,"Cumberland - Colchester - Musquodoboit Valley",82321,87982,82321,"SVR2",94,.,.,".",0,707,405,82,185,0,29,7
12,12004,"Dartmouth--Cole Harbour",12003,"Dartmouth - Cole Harbour",91212,89163,89163,"A.P.",100,608.0,608.0,1,0,724,184,179,346,0,15,0
12,12004,"Dartmouth--Cole Harbour",12003,"Dartmouth - Cole Harbour",91212,89163,89163,"A.P.",100,600.0,609.0,9,0,6475,1586,1786,2880,0,223,0
12,12004,"Dartmouth--Cole Harbour",12003,"Dartmouth - Cole Harbour",91212,89163,89163,"M.P.",100,500.0,506.0,7,860,599,206,179,205,0,9,0
12,12004,"Dartmouth--Cole Harbour",12003,"Dartmouth - Cole Harbour",91212,89163,89163,"O.P.",99,22.1,22.1,1,204,98,21,41,33,0,4,0
12,12004,"Dartmouth--Cole Harbour",12003,"Dartmouth - Cole Harbour",91212,89163,89163,"O.P.",100,1.0,400.0,197,68168,33849,8162,13177,11148,0,1362,0
12,12004,"Dartmouth--Cole Harbour",12003,"Dartmouth - Cole Harbour",91212,89163,89163,"SVR1",100,.,.,".",1523,568,333,65,147,0,23,0
